Dev,GDP,T_Expen,Income,Pop,Ed,EtOH,HepB,Polio,Dipt,HIV,BMI,A_Mort,lt5y_D,Th_5-9y,L_Expec
1,7483.158469138481,7.35,0.793,12753375.120052498,14.3,10.28,99.0,99.0,99.0,0.1,53.7,138.0,0,1.5,74.3
1,7483.158469138481,7.4,0.784,12753375.120052498,14.0,10.81,99.0,99.0,99.0,0.1,53.1,141.0,0,1.5,74.0
1,7483.158469138481,7.21,0.776,12753375.120052498,13.8,10.03,99.0,99.0,99.0,0.1,52.6,138.0,0,1.5,74.1
1,7483.158469138481,5.82,0.771,12753375.120052498,13.6,9.85,99.0,98.0,99.0,0.1,52.1,144.0,0,1.6,73.8
1,7483.158469138481,5.63,0.763,12753375.120052498,13.3,10.78,99.0,98.0,99.0,0.1,51.6,145.0,0,1.6,73.7
1,7483.158469138481,5.5,0.763,12753375.120052498,13.3,10.73,99.0,99.0,99.0,0.1,51.1,145.0,1,1.6,73.3
1,7483.158469138481,5.5,0.761,12753375.120052498,13.0,11.06,98.0,98.0,99.0,0.1,5.7,147.0,1,1.7,73.0
1,2729.86383,5.9381895280235915,0.888,263531.0,17.3,4.6028607871720375,80.94046121593291,95.0,95.0,0.1,6.1,74.0,0,1.3,88.0
1,242.67286,9.23,0.888,26198.0,17.6,10.46,80.94046121593291,95.0,95.0,0.1,59.5,76.0,0,1.4,87.0
1,2315.31799,9.29,0.878,259953.0,16.8,9.53,80.94046121593291,95.0,95.0,0.1,58.9,78.0,0,1.4,85.0
1,22486.47167,9.37,0.877,257159.0,16.8,10.95,80.94046121593291,96.0,96.0,0.1,58.2,81.0,0,1.5,82.0
1,24985.24827,9.8,0.876,252843.0,17.0,10.61,80.94046121593291,96.0,96.0,0.1,57.6,84.0,0,1.6,79.8
1,23437.4722,9.7,0.872,248583.0,16.9,10.32,80.94046121593291,96.0,96.0,0.1,57.0,87.0,0,1.6,79.5
1,24633.79785,9.38,0.873,239669.0,16.9,10.52,80.94046121593291,96.0,96.0,0.1,56.4,9.0,0,1.7,79.1
1,2751.8127,8.47,0.869,221316.0,16.9,10.94,80.94046121593291,97.0,97.0,0.1,55.8,96.0,0,1.7,78.9
1,23841.31792,7.98,0.865,218122.0,16.8,11.02,80.94046121593291,97.0,97.0,0.1,55.2,12.0,0,1.8,78.3
1,19726.1265,8.42,0.858,26868.0,16.7,12.26,80.94046121593291,97.0,97.0,0.1,54.7,17.0,0,1.9,78.1
1,18169.1891,8.5,0.853,2474.0,16.3,11.14,80.94046121593291,95.0,95.0,0.1,54.1,14.0,0,2.0,77.5
1,1726.9151,8.47,0.85,199712.0,16.6,10.0,80.94046121593291,94.0,94.0,0.1,53.5,113.0,0,2.0,77.2
1,1488.47154,8.77,0.843,1995733.0,16.1,11.58,80.94046121593291,95.0,95.0,0.1,52.9,119.0,0,2.1,76.5
1,11814.9994,8.62,0.835,199453.0,15.6,9.29,80.94046121593291,93.0,93.0,0.1,52.3,117.0,0,2.2,76.6
1,1479.29634,8.57,0.824,19926.0,14.7,10.8,80.94046121593291,93.0,92.0,0.1,51.8,124.0,0,2.2,76.2
1,1227.73677,8.26,0.818,1988925.0,14.6,11.9,80.94046121593291,93.0,91.0,0.1,51.2,122.0,0,2.3,76.0
0,1922.41388,5.9381895280235915,0.514,587482.0,9.6,4.6028607871720375,98.0,99.0,98.0,0.1,5.5,177.0,0,1.2,69.2
0,29.652622,5.5,0.512,57554.0,9.6,0.01,88.0,94.0,88.0,0.1,49.7,183.0,0,1.2,68.8
0,188.5159,5.42,0.509,563513.0,9.5,0.01,94.0,99.0,94.0,0.1,48.9,182.0,0,1.2,68.8
0,1858.689868,5.48,0.505,551531.0,9.4,0.01,99.0,99.0,99.0,0.1,48.1,184.0,0,1.2,68.7
0,1642.837974,5.8,0.497,539614.0,9.4,0.99,99.0,99.0,99.0,0.1,47.2,186.0,0,1.2,68.5
0,1272.44825,7.47,0.492,52779.0,9.3,1.1,9.0,94.0,9.0,0.1,46.4,188.0,0,1.2,68.3
0,1158.282672,7.92,0.494,51679.0,9.3,1.21,92.0,98.0,92.0,0.1,45.5,192.0,0,1.2,68.1
0,125.79167,5.97,0.489,54477.0,9.2,1.09,89.0,94.0,89.0,0.1,44.7,193.0,0,1.2,68.0
0,146.931125,6.42,0.482,49294.0,9.0,0.85,9.0,93.0,9.0,0.1,43.8,2.0,0,1.2,67.6
0,948.6592511,6.66,0.47,481422.0,8.4,0.99,99.0,99.0,99.0,0.1,43.0,2.0,0,1.3,67.6
0,88.874858,7.83,0.465,469885.0,8.3,0.9,83.0,9.0,89.0,0.1,42.1,24.0,0,1.3,67.4
0,818.442619,5.64,0.459,458324.0,8.1,1.18,81.0,89.0,9.0,0.1,41.3,29.0,0,1.3,67.1
0,744.7657423,6.0,0.453,446769.0,8.0,1.18,79.0,84.0,84.0,0.1,4.4,215.0,0,1.3,66.8
0,784.9562874,6.9,0.446,435262.0,7.3,1.08,75.0,78.0,78.0,0.1,39.6,22.0,0,1.4,66.5
0,944.81684,6.44,0.442,423853.0,6.6,0.7,83.0,88.0,84.0,0.1,38.7,227.0,0,1.4,66.2
0,154.518572,4.56,0.455,41269.0,7.2,0.71,81.0,88.0,86.0,0.1,37.9,235.0,0,1.4,65.8
0,426.98537,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,4.6028607871720375,42.0,47.0,42.0,0.7,24.3,312.0,80,6.4,55.0
0,417.89143,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,42.0,47.0,42.0,0.8,23.8,321.0,80,6.5,54.3
0,47.5432354,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,42.0,47.0,42.0,0.8,23.3,318.0,81,6.6,54.2
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,47.0,42.0,0.8,22.9,336.0,82,6.7,53.1
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,49.0,41.0,0.8,22.4,329.0,82,6.7,53.1
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,49.0,45.0,0.8,22.0,336.0,83,6.8,52.4
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,41.0,42.0,0.8,21.5,335.0,84,6.9,52.2
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,4.0,31.0,0.9,21.1,336.0,84,7.0,51.9
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,4.0,4.0,0.9,2.7,34.0,84,7.1,51.5
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,26.0,26.0,0.9,2.2,337.0,83,7.2,51.5
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,35.0,35.0,0.9,19.8,334.0,82,7.3,51.6
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,3.0,3.0,0.9,19.4,341.0,80,7.4,51.2
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,4.0,4.0,0.9,19.0,344.0,78,7.5,51.1
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,4.0,4.0,0.9,18.6,348.0,77,7.6,58.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,33.0,33.0,0.8,18.2,352.0,75,7.7,57.0
0,7483.158469138481,5.9381895280235915,0.6275510645976166,12753375.120052498,11.992792792792786,0.01,80.94046121593291,37.0,33.0,0.8,17.8,355.0,74,7.9,55.0
0,5769.77258,5.9381895280235915,0.665,5511976.68,13.0,4.6028607871720375,75.0,75.0,75.0,3.6,51.1,328.0,52,5.3,62.9
0,6479.625659,8.8,0.66,54146734.74,13.0,7.38,8.0,77.0,77.0,3.7,5.3,347.0,52,5.9,62.0
0,6876.953821,8.78,0.652,53311955.61,12.8,7.34,7.0,73.0,73.0,4.5,49.5,371.0,54,6.5,69.0
0,7548.163698,8.79,0.644,5256515.8,12.8,7.38,68.0,65.0,65.0,7.6,48.7,48.0,56,7.3,59.2
0,849.954224,8.61,0.638,51729345.36,12.8,7.38,76.0,69.0,69.0,8.5,47.9,413.0,58,8.0,58.9
0,7362.76139,8.5,0.63,5979432.36,12.8,7.28,71.0,72.0,72.0,11.0,47.2,428.0,62,8.9,58.0
0,5888.6284,8.39,0.622,5255813.11,12.8,7.6,74.0,75.0,76.0,19.0,46.4,449.0,70,9.8,56.5
0,5786.59972,7.75,0.616,49557573.3,12.9,8.19,76.0,77.0,79.0,23.5,45.7,473.0,75,1.7,55.3
0,6125.39984,7.53,0.612,48883844.99,12.9,8.48,83.0,79.0,82.0,26.4,45.0,486.0,79,11.7,54.5
0,5631.73485,7.57,0.609,4823384.48,12.9,8.5,83.0,79.0,82.0,28.1,44.3,496.0,82,12.8,54.0
0,5414.634326,7.77,0.609,476667.24,12.9,8.69,79.0,75.0,79.0,29.5,43.6,498.0,84,13.9,53.8
0,4863.51688,7.93,0.611,4717.99,12.9,6.96,76.0,73.0,74.0,29.7,42.9,497.0,83,15.0,53.7
0,3775.68275,8.26,0.613,46418193.9,12.9,6.93,71.0,7.0,69.0,28.9,42.2,485.0,82,16.1,54.0
0,2518.398261,8.9,0.62,45855482.88,12.9,7.04,72.0,7.0,7.0,26.6,41.6,459.0,79,17.1,54.9
0,2681.781,8.31,0.629,45312937.0,13.0,7.38,72.0,71.0,71.0,24.0,4.9,429.0,76,18.1,56.0
0,337.2253,8.7,0.635,44896856.0,13.0,7.3,73.0,71.0,73.0,21.3,4.1,397.0,73,19.1,57.3
0,758.725782,5.9381895280235915,0.421,11882136.0,4.9,4.6028607871720375,31.0,41.0,31.0,3.4,38.32124655647373,332.0,39,4.870316804407711,57.3
0,1151.861715,2.74,0.421,1153971.0,4.9,4.6028607871720375,80.94046121593291,44.0,39.0,3.5,38.32124655647373,343.0,39,4.870316804407711,56.6
0,1186.11325,2.62,0.417,1117749.0,4.9,4.6028607871720375,80.94046121593291,5.0,45.0,3.6,38.32124655647373,345.0,40,4.870316804407711,56.4
0,958.45581,2.77,0.419,1818258.0,4.9,4.6028607871720375,80.94046121593291,64.0,59.0,3.8,38.32124655647373,347.0,40,4.870316804407711,56.0
0,176.9713,5.9381895280235915,0.429,1448857.0,4.9,4.6028607871720375,80.94046121593291,66.0,61.0,3.9,38.32124655647373,355.0,41,4.870316804407711,55.4
0,1562.239346,5.9381895280235915,0.0,167192.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,4.0,38.32124655647373,359.0,41,4.870316804407711,55.0
0,1264.78998,5.9381895280235915,0.0,967667.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,4.2,38.32124655647373,369.0,42,4.870316804407711,54.3
0,1678.711862,5.9381895280235915,0.0,9263136.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,4.2,38.32124655647373,377.0,42,4.870316804407711,53.6
0,7483.158469138481,5.9381895280235915,0.0,88568.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,4.2,38.32124655647373,381.0,43,4.870316804407711,53.1
0,7483.158469138481,5.9381895280235915,0.0,8468152.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,4.1,38.32124655647373,383.0,43,4.870316804407711,52.5
0,7483.158469138481,5.9381895280235915,0.0,818877.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,3.9,38.32124655647373,383.0,44,4.870316804407711,51.9
0,7483.158469138481,5.9381895280235915,0.0,7787655.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,3.8,38.32124655647373,383.0,45,4.870316804407711,51.4
0,7483.158469138481,5.9381895280235915,0.0,751642.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,3.5,38.32124655647373,383.0,46,4.870316804407711,58.0
0,7483.158469138481,5.9381895280235915,0.0,7237276.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,3.3,38.32124655647373,382.0,48,4.870316804407711,52.0
0,7483.158469138481,5.9381895280235915,0.0,6974442.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,3.0,38.32124655647373,381.0,49,4.870316804407711,49.6
0,7483.158469138481,5.9381895280235915,0.0,67656.0,0.0,4.6028607871720375,80.94046121593291,82.55018842069202,82.32408359027065,2.7,38.32124655647373,38.0,50,4.870316804407711,48.9
1,25683.84565,5.9381895280235915,0.882,46447697.0,17.7,4.6028607871720375,97.0,97.0,97.0,0.1,66.6,56.0,1,0.5,82.8
1,296.47225,9.3,0.877,4648882.0,17.6,0.01,96.0,97.0,97.0,0.1,66.0,58.0,1,0.5,82.6
1,2921.9342,9.1,0.874,466245.0,17.5,9.25,95.0,96.0,96.0,0.1,65.4,6.0,2,0.5,82.4
1,28562.29324,9.39,0.871,4677355.0,17.2,9.35,96.0,97.0,97.0,0.1,64.8,61.0,2,0.5,82.0
1,31834.21816,9.48,0.867,46742697.0,16.9,9.62,97.0,97.0,97.0,0.1,64.1,63.0,2,0.5,82.1
1,3736.228,9.56,0.86,46576897.0,16.4,9.78,97.0,97.0,97.0,0.1,63.5,64.0,2,0.5,81.9
1,32333.4661,9.52,0.858,46362946.0,16.3,9.99,96.0,96.0,96.0,0.1,62.9,66.0,2,0.5,81.6
1,35578.73619,8.8,0.854,4595416.0,16.1,10.24,97.0,97.0,97.0,0.1,62.3,7.0,2,0.5,81.3
1,3279.414,8.36,0.849,4522683.0,16.0,11.05,96.0,96.0,96.0,0.1,61.7,72.0,2,0.5,89.0
1,28482.6948,8.23,0.844,44397319.0,15.9,11.86,97.0,98.0,98.0,0.1,61.1,73.0,2,0.5,88.0
1,2651.71745,8.12,0.837,43653155.0,15.8,11.92,96.0,96.0,96.0,0.1,6.5,77.0,2,0.5,81.0
1,24918.64584,8.5,0.833,42921895.0,15.6,11.96,97.0,97.0,97.0,0.1,59.9,79.0,2,0.5,81.0
1,21495.7741,7.99,0.83,42187645.0,15.6,12.09,81.0,99.0,98.0,0.1,59.3,83.0,2,0.5,79.4
1,1719.53541,7.25,0.828,41431558.0,15.7,12.26,82.0,98.0,98.0,0.1,58.8,83.0,2,0.5,79.5
1,15323.6114,7.24,0.825,485412.0,15.7,9.86,83.0,95.0,96.0,0.1,58.2,84.0,2,0.5,79.4
1,14676.769,7.21,0.82,4567864.0,15.7,11.12,77.0,95.0,95.0,0.1,57.6,86.0,2,0.5,79.1
0,3844.89123,5.9381895280235915,0.764,2966.0,14.0,4.6028607871720375,99.0,99.0,99.0,0.1,23.4,138.0,3,15.0,74.9
0,382.54994,3.5,0.76,2771.0,14.0,2.37,99.0,99.0,99.0,0.1,22.7,141.0,3,15.0,74.7
0,361.289374,3.68,0.757,2585.0,13.8,2.56,99.0,99.0,99.0,0.1,21.9,142.0,3,15.1,74.6
0,335.521375,3.21,0.752,2425.0,13.7,2.8,99.0,99.0,99.0,0.1,21.2,143.0,4,15.2,74.5
0,322.992615,3.28,0.746,2271.0,13.6,3.03,99.0,99.0,99.0,0.1,2.5,141.0,4,15.3,74.5
0,2819.511161,3.43,0.739,2119.0,13.5,2.31,99.0,99.0,99.0,0.1,19.8,138.0,4,15.3,74.5
0,216.681584,3.37,0.735,19968.0,13.4,2.05,97.0,97.0,97.0,0.1,19.2,183.0,4,15.4,71.8
0,254.489192,3.44,0.731,19817.0,13.3,2.1,98.0,98.0,98.0,0.1,18.5,172.0,4,15.4,72.3
0,1644.816372,3.76,0.725,19668.0,13.2,2.29,98.0,98.0,98.0,0.1,17.9,146.0,5,15.5,73.7
0,1448.7611,4.6,0.718,1952.0,13.1,1.96,98.0,98.0,98.0,0.1,17.2,145.0,5,15.5,73.8
0,1259.87591,4.6,0.712,19373.0,12.9,1.97,99.0,99.0,99.0,0.1,16.6,138.0,5,15.5,74.2
0,174.6692,4.28,0.705,19228.0,12.8,1.56,62.0,97.0,97.0,0.1,16.1,197.0,10,15.5,69.1
0,989.4547732,3.95,0.697,1983.0,12.7,1.69,32.0,98.0,99.0,0.1,15.6,146.0,5,15.5,73.9
0,873.1472436,3.89,0.699,18939.0,12.6,1.62,80.94046121593291,98.0,98.0,0.1,15.1,149.0,5,15.6,73.7
0,837.699787,3.81,0.686,18797.0,12.5,1.68,80.94046121593291,98.0,98.0,0.1,14.6,16.0,6,15.6,72.7
0,875.412178,3.77,0.677,18655.0,12.4,1.45,80.94046121593291,99.0,99.0,0.1,14.1,175.0,6,15.5,71.5
0,2513.884661,5.9381895280235915,0.488,3864783.0,7.2,4.6028607871720375,93.0,93.0,93.0,0.3,38.32124655647373,225.0,85,4.870316804407711,64.1
0,2176.89829,8.43,0.485,37737913.0,7.2,0.01,94.0,94.0,94.0,0.3,38.32124655647373,229.0,86,4.870316804407711,63.8
0,1955.66799,8.42,0.478,36849918.0,7.0,0.01,93.0,93.0,93.0,0.3,38.32124655647373,232.0,88,4.870316804407711,63.5
0,1892.894352,8.2,0.468,3599192.0,6.8,0.01,92.0,92.0,92.0,0.3,38.32124655647373,235.0,89,4.870316804407711,63.2
0,1666.857757,8.3,0.463,35167314.0,7.0,2.12,93.0,93.0,93.0,0.3,38.32124655647373,241.0,91,4.870316804407711,62.7
0,1476.47887,7.97,0.461,34385963.0,7.0,1.77,75.0,9.0,9.0,0.3,38.32124655647373,243.0,92,4.870316804407711,62.5
0,1226.884381,8.4,0.456,3365619.0,6.8,1.99,72.0,81.0,81.0,0.3,38.32124655647373,248.0,94,4.870316804407711,62.0
0,1291.528826,8.17,0.444,32955496.0,6.3,2.01,78.0,85.0,86.0,0.3,38.32124655647373,251.0,95,4.870316804407711,61.8
0,1115.6952,4.72,0.44,32282526.0,6.4,2.01,78.0,84.0,84.0,0.3,38.32124655647373,254.0,97,4.870316804407711,61.4
0,893.8793645,3.93,0.43,316764.0,6.2,1.9,6.0,77.0,78.0,0.2,38.32124655647373,26.0,99,4.870316804407711,61.0
0,679.7539949,3.18,0.423,3911914.0,6.1,1.55,22.0,78.0,78.0,0.2,38.32124655647373,261.0,101,4.870316804407711,67.0
0,565.569459,3.39,0.415,3186341.0,5.7,1.59,80.94046121593291,74.0,74.0,0.2,38.32124655647373,278.0,102,4.870316804407711,59.7
0,477.738478,3.18,0.409,29435944.0,5.6,1.74,80.94046121593291,69.0,69.0,0.2,38.32124655647373,278.0,104,4.870316804407711,59.6
0,412.1517561,2.95,0.403,28679565.0,5.6,1.59,80.94046121593291,6.0,6.0,0.2,38.32124655647373,277.0,106,4.870316804407711,59.4
0,377.5254454,2.96,0.399,279455.0,5.6,1.81,80.94046121593291,66.0,66.0,0.2,38.32124655647373,283.0,108,4.870316804407711,58.9
0,361.35843,3.23,0.394,2725535.0,5.5,1.76,80.94046121593291,62.0,62.0,0.1,38.32124655647373,284.0,109,4.870316804407711,58.6
0,8818.982566,5.9381895280235915,0.723,55328.0,12.7,4.6028607871720375,89.0,89.0,89.0,0.4,58.3,176.0,0,3.5,71.6
0,9564.46383,5.69,0.722,547928.0,12.7,6.32,85.0,85.0,85.0,0.4,57.7,178.0,0,3.5,71.4
0,9484.56898,5.96,0.719,54254.0,12.7,6.02,86.0,86.0,86.0,0.4,57.0,179.0,0,3.5,71.2
0,9272.413453,6.9,0.708,53777.0,12.7,5.73,84.0,84.0,84.0,0.9,56.3,178.0,0,3.4,71.3
0,8318.97692,5.93,0.704,531589.0,12.5,5.64,86.0,86.0,86.0,0.1,55.5,187.0,0,3.4,76.0
0,833.31332,5.81,0.7,52613.0,12.3,5.26,86.0,96.0,96.0,0.5,54.8,19.0,0,3.4,73.0
0,7443.85178,6.14,0.696,52619.0,12.1,5.13,87.0,85.0,87.0,0.6,54.1,196.0,0,3.4,70.0
0,6858.163158,5.92,0.691,515148.0,11.9,4.94,84.0,85.0,85.0,1.2,53.3,196.0,0,3.4,69.8
0,5761.39536,5.92,0.684,5975.0,11.7,4.72,84.0,84.0,84.0,0.8,52.6,22.0,0,3.4,69.5
0,527.92,6.22,0.678,5437.0,11.5,4.52,84.0,84.0,84.0,0.6,51.8,199.0,0,3.4,69.3
0,3595.8855,6.78,0.672,498946.0,11.3,4.47,83.0,84.0,83.0,0.6,51.1,25.0,0,3.4,68.9
0,36.48773,6.88,0.0,49363.0,11.1,4.55,80.94046121593291,84.0,85.0,0.9,5.4,214.0,0,3.5,68.3
0,263.1399,6.62,0.0,488332.0,10.9,4.53,80.94046121593291,74.0,75.0,1.0,49.7,223.0,0,3.5,68.0
0,2232.513244,7.14,0.0,48344.0,11.0,4.41,80.94046121593291,74.0,73.0,1.6,49.0,221.0,0,3.5,67.9
0,1598.77512,8.38,0.0,47774.0,11.0,4.23,80.94046121593291,65.0,68.0,1.8,48.3,219.0,0,3.5,67.7
0,1888.61829,9.65,0.0,47239.0,11.1,4.29,80.94046121593291,7.0,71.0,0.4,47.6,224.0,0,3.6,67.4
0,3136.92511,5.9381895280235915,0.541,131911.0,11.4,4.6028607871720375,9.0,84.0,9.0,7.1,32.3,373.0,3,4.1,58.9
0,3464.35169,9.25,0.541,129597.0,11.4,0.01,98.0,98.0,98.0,7.3,31.8,382.0,3,4.3,58.4
0,3598.75972,9.66,0.539,1271456.0,11.4,0.01,98.0,98.0,98.0,9.8,31.2,393.0,3,4.6,57.6
0,3851.51547,8.76,0.534,1248158.0,11.3,0.01,95.0,92.0,95.0,12.2,3.7,412.0,3,4.9,56.5
0,3934.27325,8.61,0.526,1225258.0,11.2,5.2,91.0,85.0,91.0,15.7,3.2,438.0,3,5.2,55.0
0,369.239336,8.47,0.523,122843.0,11.0,4.93,89.0,89.0,89.0,21.6,29.7,459.0,4,5.6,53.6
0,332.517125,8.46,0.519,118675.0,10.8,4.9,88.0,89.0,88.0,33.7,29.3,46.0,4,5.9,52.6
0,2842.438422,8.19,0.514,1158897.0,10.6,4.87,9.0,89.0,88.0,40.2,28.9,477.0,4,6.3,51.4
0,347.48798,7.5,0.508,1138434.0,10.5,5.55,92.0,88.0,87.0,40.7,28.5,51.0,4,6.7,50.0
0,2937.36723,6.81,0.502,112514.0,9.9,5.53,93.0,88.0,87.0,43.7,28.2,564.0,4,7.1,47.8
0,2873.862141,6.8,0.495,115873.0,9.7,5.08,95.0,88.0,86.0,49.1,27.8,63.0,4,7.5,46.0
0,2529.633557,5.88,0.492,19553.0,9.4,5.78,93.0,88.0,86.0,50.3,27.4,69.0,4,7.9,45.6
0,22.99449,5.71,0.493,187392.0,9.1,5.65,9.0,87.0,85.0,50.6,27.1,6.0,4,8.4,45.9
0,1324.996228,5.16,0.502,1893.0,9.2,5.52,88.0,87.0,85.0,49.9,26.7,587.0,4,8.8,46.4
0,1437.634951,5.11,0.506,172927.0,9.3,6.72,86.0,87.0,84.0,48.8,26.3,568.0,4,9.2,47.1
0,1637.4567,5.26,0.516,161468.0,9.4,7.19,83.0,87.0,84.0,46.4,25.9,536.0,4,9.6,48.4
1,5585.25847,5.9381895280235915,0.909,9799186.0,15.9,4.6028607871720375,67.0,98.0,98.0,0.1,59.5,53.0,0,1.4,82.4
1,5918.19898,11.93,0.906,969611.0,15.8,7.3,67.0,98.0,98.0,0.1,59.0,54.0,0,1.3,82.3
1,6283.24522,11.97,0.904,96379.0,15.8,7.3,67.0,98.0,98.0,0.1,58.5,57.0,0,1.3,81.9
1,57134.777,11.8,0.903,9519374.0,15.8,7.4,53.0,98.0,98.0,0.1,58.1,57.0,0,1.3,81.7
1,59593.28711,11.7,0.901,9449213.0,16.0,7.4,42.0,98.0,98.0,0.1,57.7,58.0,0,1.3,81.7
1,5276.25591,9.47,0.895,9378126.0,15.8,7.2,80.94046121593291,98.0,98.0,0.1,57.3,58.0,0,1.3,81.5
1,4627.592,9.94,0.898,9298515.0,15.8,7.3,80.94046121593291,98.0,98.0,0.1,56.9,62.0,0,1.3,81.4
1,55746.84238,9.23,0.897,9219637.0,15.7,6.9,80.94046121593291,98.0,98.0,0.1,56.5,62.0,0,1.3,81.1
1,53324.37937,8.92,0.895,914892.0,15.8,6.9,80.94046121593291,98.0,98.0,0.1,56.1,63.0,0,1.3,89.0
1,46256.4716,8.95,0.892,9855.0,15.9,6.5,80.94046121593291,98.0,98.0,0.1,55.7,64.0,0,1.3,88.0
1,4385.35315,9.6,0.89,929572.0,16.0,6.5,80.94046121593291,98.0,98.0,0.1,55.3,66.0,0,1.3,85.0
1,42442.2245,9.9,0.888,8993531.0,16.0,6.6,80.94046121593291,99.0,99.0,0.1,54.9,7.0,0,1.3,83.0
1,36961.42537,9.31,0.882,8958229.0,15.9,6.9,80.94046121593291,99.0,99.0,0.1,54.4,69.0,0,1.3,82.0
1,29571.7446,9.23,0.88,8924958.0,15.9,6.9,80.94046121593291,99.0,99.0,0.1,53.9,71.0,0,1.3,79.9
1,26969.24457,8.86,0.877,889596.0,15.9,6.6,80.94046121593291,99.0,99.0,0.1,53.4,73.0,0,1.3,79.8
1,29283.55,8.18,0.873,887219.0,15.9,6.2,80.94046121593291,99.0,99.0,0.1,52.8,73.0,0,1.3,79.6
1,8989.8424,5.9381895280235915,0.938,8282396.0,16.0,4.6028607871720375,80.94046121593291,97.0,97.0,0.1,57.4,49.0,0,0.3,83.4
1,85814.58857,11.66,0.936,8188649.0,15.9,9.61,80.94046121593291,96.0,96.0,0.1,57.0,51.0,0,0.3,83.2
1,84658.88768,11.71,0.934,889346.0,15.8,9.73,80.94046121593291,96.0,96.0,0.1,56.6,52.0,0,0.3,83.0
1,83164.38795,11.59,0.932,7996861.0,15.7,9.86,80.94046121593291,96.0,96.0,0.1,56.2,54.0,0,0.3,82.7
1,87998.44468,11.21,0.932,7912398.0,15.6,9.99,80.94046121593291,96.0,96.0,0.1,55.8,55.0,0,0.3,82.6
1,74276.71842,11.7,0.92,782499.0,15.4,10.01,80.94046121593291,96.0,95.0,0.1,55.4,57.0,0,0.4,82.3
1,69672.471,11.0,0.916,7743831.0,15.3,10.15,80.94046121593291,96.0,95.0,0.1,55.0,6.0,0,0.4,82.1
1,72119.5687,1.29,0.914,7647675.0,15.3,10.29,80.94046121593291,96.0,95.0,0.1,54.6,6.0,0,0.4,82.0
1,63223.46778,1.21,0.911,7551117.0,15.3,10.44,80.94046121593291,94.0,94.0,0.1,54.1,63.0,0,0.4,81.7
1,57348.92788,1.39,0.904,7483934.0,15.2,10.24,80.94046121593291,94.0,94.0,0.1,53.7,65.0,0,0.4,81.5
1,54797.54663,1.86,0.899,7437115.0,15.2,10.15,80.94046121593291,94.0,94.0,0.1,53.2,66.0,0,0.4,81.1
1,53255.97631,1.96,0.895,7389625.0,15.1,10.55,80.94046121593291,95.0,93.0,0.1,52.8,69.0,0,0.4,81.0
1,4796.56497,1.93,0.889,73391.0,15.0,10.82,80.94046121593291,95.0,93.0,0.1,52.3,72.0,0,0.5,85.0
1,41336.72192,1.61,0.89,7284753.0,15.2,10.85,80.94046121593291,95.0,93.0,0.1,51.8,74.0,0,0.5,84.0
1,38538.64447,1.28,0.888,7229854.0,15.2,11.12,80.94046121593291,95.0,93.0,0.1,51.3,75.0,0,0.5,82.0
1,37813.23426,9.91,0.879,718425.0,15.1,11.26,80.94046121593291,95.0,93.0,0.1,5.8,78.0,0,0.5,79.7
