Year,Status,AdultMort,InfD,EtOH,PercExpen,Measles,BMI,lt5yD,Polio,TotalExpen,DTP,HIV,Thin1_19y,Thin5_9y,Income,Education,Region
2005,0,165.0,0,0.88,337.2942846,3,44.9,0,67.0,3.87,68.0,0.1,1.6,1.5,0.0,10.6,6
2006,0,161.0,5,3.23,192.9297829,0,43.5,6,94.0,7.63,95.0,0.8,2.4,2.4,0.583,10.8,8
2008,0,344.0,14,1.33,69.35924758,187,2.4,22,8.0,5.73,81.0,4.8,7.7,7.6,0.441,10.1,7
2015,0,99.0,1,4.614855575868398,0.0,0,54.6,1,99.0,5.9301628423390005,99.0,0.1,7.1,6.9,0.795,13.7,2
2005,0,178.0,0,1.9,0.0,0,63.6,0,94.0,12.11,94.0,0.1,0.2,0.2,0.617,10.7,6
2004,1,157.0,1,10.96,384.1473028,0,59.1,1,94.0,7.9,95.0,0.1,2.3,2.3,0.738,13.3,5
2002,0,145.0,20,0.36,148.5119843,5862,46.1,23,86.0,3.73,86.0,0.1,6.3,6.2,0.653,11.1,2
2009,0,63.0,1,2.55,508.6645438,5,62.6,1,96.0,7.46,96.0,0.1,1.2,1.1,0.876,15.6,2
2000,0,325.0,2,1.34,91.95075901,183,28.2,2,46.0,5.75,46.0,4.1,6.4,6.1,0.361,2.9,7
2014,0,1.0,0,8.82,294.9056584,0,53.7,0,95.0,7.47,94.0,0.1,3.8,3.7,0.793,15.3,8
2005,0,158.0,9,7.92,0.0,0,56.5,11,8.0,4.69,87.0,0.1,1.7,1.6,0.7,11.8,3
2002,0,283.0,25,1.23,40.48815233,1588,19.2,40,76.0,4.27,75.0,2.1,9.3,9.2,0.407,7.3,7
2009,1,85.0,0,10.05,671.9376566,33,61.6,1,98.0,1.39,98.0,0.1,0.9,0.9,0.876,15.8,5
2006,0,184.0,0,6.48,387.3324928,0,44.4,0,98.0,4.4,98.0,0.6,3.6,3.5,0.692,12.3,8
2003,0,57.0,30,4.07,38.61473209,586,18.4,47,66.0,11.69,73.0,1.9,9.7,9.8,0.322,7.4,7
2009,0,373.0,54,5.89,9.042540892,251,25.4,85,79.0,5.7,8.0,6.3,6.3,6.3,0.473,9.2,7
2001,1,92.0,0,12.4,3582.848308,0,5.6,0,83.0,1.12,84.0,0.1,1.7,1.9,0.837,15.5,5
2010,0,459.0,2,4.93,56.93670561,313,29.7,4,89.0,8.47,89.0,21.6,5.4,5.6,0.523,11.0,7
2003,0,256.0,6,5.92,21.22386354,411,55.7,6,99.0,6.93,97.0,0.9,2.8,2.9,0.691,14.3,5
2000,0,38.0,31,4.614855575868398,0.0,0,38.235393646408745,50,82.54829838432451,5.9301628423390005,82.3214162942592,2.7,4.850621546961334,4.881422651933698,0.0,0.0,7
2001,0,131.0,4,0.55,248.697463,61,54.8,4,97.0,9.9,99.0,0.1,4.0,3.9,0.706,12.7,2
2000,0,172.0,4,6.78,273.5758769,0,39.1,5,86.0,8.1,86.0,0.1,2.5,2.4,0.625,11.6,3
2009,1,152.0,1,10.93,661.5144334,2249,62.1,1,94.0,6.78,94.0,0.1,2.0,2.1,0.768,13.8,5
2014,0,12.0,0,1.13,0.0,116,59.7,0,96.0,6.48,95.0,0.1,2.2,2.2,0.743,12.9,8
2002,0,58.0,17,1.47,31.5941587,938,17.2,25,42.0,4.16,44.0,13.4,1.2,1.2,0.315,5.4,8
2015,0,248.0,2,4.614855575868398,0.0,212,35.7,3,92.0,5.9301628423390005,92.0,2.1,8.2,8.1,0.637,11.7,7
2004,0,89.0,3,9.18,0.0,11,26.7,3,9.0,4.96,88.0,0.1,1.6,1.0,0.6274187138728308,11.999638728323692,8
2006,0,39.0,2,1.02,121.4812077,49,3.6,2,72.0,7.5,72.0,3.7,5.8,5.7,0.405,4.3,7
2011,1,51.0,0,8.13,7.0480925,0,59.3,0,95.0,8.65,95.0,0.1,0.9,0.9,0.894,18.6,5
2012,0,231.0,1,0.01,253.8285861,0,49.2,2,99.0,4.22,99.0,0.1,2.2,2.3,0.712,14.7,1
2013,1,75.0,0,9.5,10261.763,17,58.1,0,94.0,11.25,94.0,0.1,1.1,0.9,0.924,18.7,5
2011,0,241.0,61,2.12,196.6892153,5616,38.235393646408745,91,93.0,8.3,93.0,0.3,4.850621546961334,4.881422651933698,0.463,7.0,7
2004,0,17.0,1,4.38,4.484254579,0,53.0,1,98.0,6.14,88.0,0.1,3.4,3.3,0.705,13.2,8
2001,0,179.0,0,0.91,163.105292,7,41.9,0,67.0,3.37,7.0,0.1,1.7,1.6,0.0,10.1,6
2003,0,38.0,41,1.53,31.09435342,1939,21.2,63,8.0,3.12,8.0,3.4,8.6,8.5,0.489,7.9,7
2003,0,355.0,15,1.02,2.995959823,295,17.9,22,72.0,5.0,72.0,5.2,8.8,8.7,0.428,9.9,7
2010,0,162.0,0,7.0,0.0,0,49.3,0,99.0,4.71,99.0,0.1,3.5,3.5,0.711,13.3,8
2000,0,84.0,1,8.48,122.1823517,56,57.4,1,89.0,7.6,89.0,0.1,0.9,0.8,0.794,13.9,5
2013,0,89.0,8,0.09,2047.113102,1164,66.4,9,98.0,4.25,98.0,0.1,7.6,7.5,0.83,15.2,2
2013,0,281.0,10,0.01,25.70881695,12,47.2,13,8.0,4.78,79.0,0.8,1.3,1.3,0.506,10.0,6
2008,0,159.0,4,3.14,231.9112915,0,45.1,5,93.0,8.4,93.0,0.6,2.3,2.3,0.597,11.1,8
2009,1,64.0,3,7.09,899.1785285,741,26.4,4,99.0,9.51,97.0,0.1,1.8,1.6,0.881,15.0,1
2000,0,129.0,55,4.99,10.22840118,30,52.4,66,97.0,4.98,97.0,0.1,2.0,1.9,0.694,11.4,4
2005,1,72.0,1,9.69,6577.508136,4,55.8,1,96.0,9.6,96.0,0.1,1.0,1.0,0.888,16.4,5
2011,1,63.0,1,9.62,4873.8188,3802,64.1,2,97.0,9.48,97.0,0.1,0.6,0.5,0.867,16.9,5
2000,0,533.0,29,3.97,20.39568283,3575,17.2,48,46.0,13.63,44.0,1.2,1.3,1.4,0.292,6.7,7
2008,0,184.0,22,2.36,13.89021225,2,39.3,25,98.0,5.92,98.0,0.3,3.1,3.1,0.644,11.9,1
2015,0,138.0,0,4.614855575868398,0.0,0,47.5,0,99.0,5.9301628423390005,99.0,0.1,4.3,4.3,0.735,13.1,8
2013,0,182.0,0,0.01,24.73328608,0,48.9,0,99.0,5.42,94.0,0.1,1.1,1.2,0.509,9.5,6
2007,0,67.0,29,3.88,29.81456607,242,28.2,46,73.0,4.47,73.0,23.7,8.2,8.2,0.414,9.6,7
2013,0,7.0,0,1.65,3.968695982,0,62.2,0,99.0,4.69,99.0,0.1,6.1,6.0,0.815,14.5,2
2010,1,61.0,0,1.84,4540.543752,50,31.8,0,96.0,3.96,96.0,0.1,2.1,2.1,0.889,14.5,1
2013,0,275.0,53,0.01,36.86104319,221,22.5,86,7.0,6.58,69.0,1.6,8.1,7.9,0.421,8.0,7
2008,1,7.0,2,10.24,5596.535203,297,62.3,2,97.0,8.8,97.0,0.1,0.6,0.5,0.854,16.1,5
2015,1,55.0,2,4.614855575868398,0.0,35,29.0,3,99.0,5.9301628423390005,96.0,0.1,2.1,1.8,0.902,15.3,1
2005,0,19.0,1,4.48,518.9359221,0,53.8,1,99.0,9.39,89.0,0.1,3.4,3.3,0.719,14.2,8
2015,0,165.0,17,4.614855575868398,0.0,1599,19.1,21,9.0,5.9301628423390005,91.0,0.1,15.7,16.1,0.555,12.2,1
2015,1,56.0,1,4.614855575868398,0.0,115,66.6,1,97.0,5.9301628423390005,97.0,0.1,0.6,0.5,0.882,17.7,5
2000,0,428.0,77,1.51,0.681685555,21002,14.4,121,8.0,4.68,82.0,18.1,9.2,9.1,0.448,8.4,7
2011,0,217.0,7,2.55,490.4181326,0,45.0,8,97.0,1.98,97.0,0.1,3.2,3.3,0.665,10.6,1
2002,0,146.0,7,0.55,39.33253687,4353,43.1,9,8.0,4.47,76.0,0.1,3.1,3.1,0.651,10.6,2
2014,1,69.0,2,11.03,941.7562909,443,61.9,3,94.0,11.3,95.0,0.1,1.1,1.1,0.92,17.0,5
2003,0,134.0,1,3.03,7.341493148,4,48.1,1,96.0,5.56,94.0,0.1,2.0,2.1,0.657,10.8,5
2001,0,125.0,0,7.38,138.1664627,0,43.8,0,93.0,5.47,84.0,0.7,4.2,4.2,0.75,14.0,8
2005,0,37.0,24,7.01,39.44666715,129,15.4,38,95.0,6.83,95.0,7.1,6.8,7.0,0.388,8.8,7
2006,0,132.0,20,0.36,270.2401962,944,49.8,23,95.0,3.36,95.0,0.1,6.1,6.0,0.686,12.3,2
2005,0,189.0,0,15.52,153.5045263,2,55.5,0,96.0,5.2,96.0,0.1,2.1,2.2,0.812,15.9,5
2001,0,239.0,72,0.38,1.917164,2519,14.1,98,77.0,1.8,73.0,0.4,13.3,13.7,0.427,7.6,1
2011,0,193.0,11,2.16,457.7745845,0,47.9,14,88.0,6.28,88.0,0.4,1.2,1.2,0.609,10.5,8
2007,0,288.0,8,7.44,499.730412,13,47.3,9,94.0,3.19,93.0,0.1,2.4,2.5,0.754,14.7,1
2006,0,267.0,5,7.99,29.38172706,42724,56.8,6,99.0,6.39,98.0,0.8,2.6,2.7,0.716,14.7,5
2007,0,128.0,21,0.56,157.6431445,2248,5.8,25,95.0,5.48,95.0,0.1,6.4,6.3,0.581,10.0,2
2007,0,266.0,17,6.08,56.77858733,0,4.7,23,62.0,5.56,63.0,2.7,4.2,4.2,0.458,8.4,8
2013,0,23.0,29,0.87,79.50882493,6,19.5,40,73.0,4.15,74.0,0.4,7.3,7.2,0.508,10.3,7
2010,1,62.0,0,7.91,278.0687051,0,67.6,0,76.0,8.3,76.0,0.1,0.8,0.7,0.819,14.6,5
2015,0,267.0,7,4.614855575868398,0.0,1359,27.4,10,8.0,5.9301628423390005,8.0,2.8,7.5,7.1,0.59,11.1,8
2011,0,138.0,0,0.01,2146.945741,7,58.0,0,93.0,5.83,93.0,0.1,1.9,2.0,0.838,16.4,5
2006,1,229.0,0,12.7,116.504961,1,58.7,0,94.0,6.2,94.0,0.1,3.0,3.0,0.807,16.4,5
2005,0,224.0,64,0.28,2.793843188,314,16.4,87,86.0,1.83,73.0,0.5,13.2,13.6,0.465,7.9,1
2015,0,22.0,49,4.614855575868398,0.0,7693,19.3,87,65.0,5.9301628423390005,65.0,0.4,9.6,9.4,0.351,5.4,7
2010,0,179.0,0,6.5,1389.772683,0,42.0,0,91.0,5.29,9.0,0.4,5.9,6.3,0.772,12.5,8
2015,0,365.0,26,4.614855575868398,0.0,0,19.6,38,88.0,5.9301628423390005,88.0,4.8,6.4,6.2,0.473,10.8,7
2009,0,277.0,10,3.75,5.592170255,6,24.0,13,84.0,14.39,81.0,2.1,7.6,7.4,0.4,9.7,7
2011,0,24.0,5,8.48,415.1627705,1333,59.0,5,54.0,6.98,5.0,0.2,2.4,2.5,0.734,14.9,5
2010,0,446.0,17,1.67,43.48359197,2,2.2,24,46.0,3.9,45.0,6.6,9.0,8.9,0.352,6.6,8
2007,0,151.0,154,0.01,46.36536703,2924,13.5,201,96.0,2.8,94.0,0.1,19.5,2.1,0.513,8.6,1
2006,0,167.0,0,9.06,662.2663687,0,41.1,0,91.0,5.99,91.0,0.1,3.9,3.9,0.0,15.1,8
2013,0,226.0,36,0.04,0.0,400,39.6,46,67.0,5.78,73.0,0.1,13.7,13.5,0.498,9.0,2
2000,0,386.0,25,6.61,9.696689164,18363,12.8,41,71.0,4.98,8.0,5.2,9.0,8.9,0.268,4.5,7
2012,1,81.0,0,11.96,331.457035,23,59.5,0,98.0,9.74,98.0,0.1,0.7,0.5,0.824,16.3,5
2012,0,164.0,10,0.01,71.50892145,16,38.2,12,96.0,6.39,94.0,0.2,3.6,3.7,0.613,11.1,1
2003,1,83.0,2,12.09,3205.019918,256,59.3,2,99.0,7.99,98.0,0.1,0.6,0.5,0.83,15.6,5
2004,0,14.0,19,0.45,220.393699,3289,47.9,23,86.0,3.54,86.0,0.1,6.2,6.1,0.673,11.7,2
2007,0,217.0,58,0.26,0.5305728,1088,17.6,78,84.0,1.68,86.0,0.6,13.2,13.5,0.484,8.1,1
2007,0,356.0,3,5.12,62.11039296,21,29.4,4,81.0,6.99,86.0,15.2,12.0,12.0,0.578,11.3,7
2001,0,147.0,3,0.01,362.3817951,633,53.4,3,94.0,4.6,94.0,0.1,5.6,5.5,0.732,15.7,2
2006,1,229.0,0,10.4,1099.248837,7,57.4,0,96.0,6.8,96.0,0.1,2.4,2.5,0.807,16.2,5
2011,0,93.0,1,1.57,835.0626827,9,64.0,1,75.0,7.12,81.0,0.1,4.7,4.7,0.758,13.2,2
2001,0,175.0,0,3.43,199.4118322,0,66.5,0,83.0,5.16,85.0,0.1,0.2,0.2,0.645,12.0,6
2008,0,199.0,16,2.24,53.10009046,4211,15.3,18,91.0,5.55,91.0,0.7,11.2,11.4,0.511,10.5,1
2013,0,11.0,0,8.74,263.0372838,0,53.0,0,91.0,7.57,91.0,0.1,3.8,3.8,0.792,15.3,8
2007,0,89.0,1,0.03,2555.303869,0,67.1,1,99.0,2.13,99.0,0.1,3.2,3.1,0.787,13.9,2
2002,0,197.0,4,3.5,2.092343893,0,44.2,5,85.0,5.71,85.0,0.4,2.2,2.1,0.577,10.7,8
2009,0,231.0,5,8.71,324.5491348,0,58.0,6,74.0,7.8,71.0,0.3,2.5,2.6,0.734,14.9,5
2005,0,717.0,28,4.14,8.7174087,420,27.5,43,69.0,6.44,68.0,30.3,9.0,9.0,0.406,9.3,7
2013,0,287.0,14,0.01,48.73047089,564,23.1,20,84.0,5.12,84.0,1.5,6.8,6.6,0.47,12.0,7
2015,0,174.0,10,4.614855575868398,0.0,0,19.6,12,87.0,5.9301628423390005,89.0,0.2,1.9,1.9,0.558,10.9,1
2001,0,154.0,0,7.51,163.7676978,0,38.9,0,99.0,4.48,97.0,0.1,3.6,3.5,0.0,0.0,8
2002,1,7.0,3,7.87,5250.249188,33812,22.9,5,89.0,7.85,96.0,0.1,1.7,1.4,0.86,14.7,1
2011,0,321.0,22,4.16,3.595980333,129,16.6,33,95.0,8.58,96.0,1.5,7.6,7.6,0.385,9.9,7
2010,1,77.0,3,10.88,0.0,443,63.6,4,94.0,9.51,94.0,0.1,0.8,0.5,0.6274187138728308,11.999638728323692,5
2004,1,86.0,3,11.83,5842.374765,121,57.1,3,96.0,1.37,96.0,0.1,1.1,1.1,0.877,16.4,5
2002,0,67.0,46,1.1,3.885394742,92,14.8,75,79.0,4.82,64.0,24.7,7.7,7.6,0.388,10.4,7
2004,0,177.0,11,0.38,2.093721752,4,33.0,13,82.0,5.7,86.0,0.3,3.9,3.9,0.563,10.5,1
2010,0,86.0,3,11.7,72.8001211,5048,6.1,3,99.0,11.2,99.0,0.1,0.6,0.6,0.879,16.0,5
2013,1,69.0,0,9.18,10019.0763,8,66.4,0,92.0,11.17,92.0,0.1,0.3,0.3,0.908,19.3,6
2009,0,95.0,1,1.62,8.140373615,22,63.0,1,75.0,7.42,81.0,0.1,4.7,4.7,0.746,13.2,2
2004,0,89.0,0,0.11,1504.30004,16,3.1,0,92.0,3.1,92.0,0.1,6.5,6.0,0.828,13.7,8
2012,0,337.0,3,11.89,1500.412635,1190,23.0,4,3.0,4.0,24.0,8.2,8.7,8.7,0.583,9.2,7
2007,0,23.0,2,2.83,52.30172215,0,5.8,3,99.0,6.32,99.0,0.3,1.8,1.7,0.657,12.9,8
2011,0,131.0,29,3.94,0.0,750,14.7,36,96.0,6.2,95.0,0.1,14.4,15.2,0.655,12.0,1
2000,0,163.0,9,3.99,84.17527008,0,43.6,11,83.0,3.38,87.0,0.3,1.6,1.5,0.668,12.4,3
2005,1,69.0,0,1.49,2356.731479,33,3.2,0,96.0,3.74,96.0,0.1,2.1,2.0,0.821,12.6,1
2001,0,123.0,1,6.48,421.4804282,0,55.7,1,94.0,7.46,94.0,0.1,1.8,1.7,0.742,14.2,3
2010,0,248.0,32,1.03,76.60442169,1,18.0,45,7.0,4.86,7.0,0.5,7.6,7.5,0.503,10.2,7
2010,0,286.0,10,0.79,18.99961966,0,44.9,14,72.0,4.18,67.0,1.1,1.4,1.3,0.485,9.6,6
2015,0,275.0,4,4.614855575868398,0.0,153,26.3,6,87.0,5.9301628423390005,87.0,3.2,7.1,7.0,0.421,9.2,7
2003,0,332.0,231,1.83,0.0,21956,16.1,331,47.0,3.2,41.0,2.2,11.9,11.7,0.6274187138728308,11.999638728323692,7
2005,0,155.0,174,0.01,38.05462002,25934,12.5,231,94.0,2.68,93.0,0.1,19.9,2.5,0.499,8.2,1
2011,0,86.0,0,9.81,71.01620838,27,6.6,0,99.0,9.1,99.0,0.1,0.9,0.8,0.878,16.9,5
2003,0,171.0,0,12.55,0.0,0,38.4,0,91.0,6.1,9.0,0.2,4.4,4.4,0.684,12.4,8
2015,0,181.0,910,4.614855575868398,0.0,90387,18.7,1100,86.0,5.9301628423390005,87.0,0.2,26.7,27.3,0.615,11.6,1
2003,0,213.0,30,0.07,0.0,0,51.3,37,73.0,4.36,75.0,0.1,5.5,5.2,0.616,9.4,2
2010,0,462.0,35,1.08,9.728005297,118712,17.6,54,86.0,1.5,93.0,13.7,6.8,6.7,0.43,10.2,7
2007,0,411.0,94,4.4,0.0,7726,19.1,141,88.0,4.72,83.0,8.5,7.5,7.4,0.6274187138728308,11.999638728323692,8
2015,0,116.0,8,4.614855575868398,0.0,0,62.8,9,93.0,5.9301628423390005,94.0,0.1,1.0,0.9,0.826,17.3,3
2006,1,144.0,2,10.4,9.1455559,120,56.0,3,99.0,6.17,99.0,0.1,2.3,2.4,0.803,15.0,5
2000,0,183.0,0,11.69,0.0,0,36.8,0,7.0,5.53,7.0,0.4,4.5,4.5,0.0,12.8,8
2006,0,93.0,0,0.67,24.97532919,0,32.2,0,94.0,2.24,97.0,0.1,6.3,5.8,0.837,14.3,8
2009,0,131.0,1,9.85,820.8109098,1,56.4,1,97.0,9.9,95.0,0.1,2.3,2.3,0.754,13.6,5
2005,0,675.0,5,2.67,57.90369752,0,27.4,6,88.0,6.3,89.0,34.8,9.3,9.2,0.437,10.7,7
2012,0,137.0,111,0.01,59.2589257,1986,16.4,139,94.0,3.8,94.0,0.1,18.5,19.0,0.557,9.9,1
2007,0,129.0,10,8.16,1105.659031,0,58.0,12,92.0,6.49,91.0,0.1,1.1,0.9,0.788,16.3,3
2011,0,289.0,2,8.9,133.5223672,2,34.1,3,75.0,3.12,75.0,6.0,6.4,6.3,0.664,12.5,7
2009,0,75.0,0,1.59,100.503021,6,21.2,0,98.0,9.22,98.0,0.1,14.1,14.2,0.651,11.8,1
2005,1,67.0,0,6.41,2247.035692,6,65.0,0,94.0,8.83,92.0,0.1,0.7,0.7,0.805,14.8,5
2004,0,122.0,1,5.66,882.356362,0,57.7,1,95.0,11.59,94.0,0.1,1.7,1.6,0.75,15.5,3
2002,0,142.0,31,0.01,0.0,9554,46.2,37,99.0,5.39,99.0,0.1,7.6,7.7,0.674,11.9,2
2007,0,22.0,0,4.72,685.0299083,0,52.6,0,84.0,5.92,84.0,0.8,3.5,3.4,0.684,11.7,3
2002,0,167.0,14,3.08,0.0,0,26.2,18,99.0,5.9301628423390005,64.0,0.1,5.9,5.9,0.6274187138728308,11.999638728323692,1
2009,0,314.0,7,3.47,0.0,1,23.9,11,76.0,2.27,78.0,4.0,8.3,7.9,0.545,10.3,8
2000,0,246.0,1,6.63,16.75480888,0,35.7,1,79.0,5.85,88.0,1.1,5.9,5.8,0.602,10.9,3
2012,0,273.0,7,0.01,0.0,260,25.6,10,61.0,3.98,85.0,3.3,7.9,7.5,0.557,10.2,8
2010,0,133.0,29,3.93,0.0,2809,14.0,35,94.0,6.36,93.0,0.1,14.5,15.4,0.647,11.9,1
2013,0,84.0,0,0.01,2845.306444,0,39.2,0,99.0,2.61,99.0,0.1,5.8,5.2,0.86,14.9,8
2010,0,527.0,29,5.21,53.30858081,9696,29.4,44,89.0,5.37,89.0,15.7,7.1,7.0,0.436,10.0,7
2009,1,62.0,0,7.3,682.1070608,3,56.9,0,98.0,9.94,98.0,0.1,1.3,1.3,0.898,15.8,5
2010,0,163.0,2,0.1,38.58376645,50,15.5,3,72.0,0.92,72.0,0.1,11.5,11.5,0.599,12.4,6
2014,0,119.0,1,6.74,1842.463782,0,57.1,1,8.0,8.3,8.0,0.1,1.9,1.8,0.78,13.0,8
2006,1,84.0,3,11.76,6407.535954,2307,58.0,3,94.0,1.34,96.0,0.1,1.1,1.1,0.892,16.5,5
2010,0,16.0,1,0.56,129.2260751,3,51.8,1,99.0,2.74,99.0,0.1,6.9,6.8,0.797,13.5,2
2012,0,85.0,21,0.01,0.0,332,56.0,24,99.0,6.98,99.0,0.1,8.0,8.2,0.755,13.6,2
2000,0,221.0,17,2.63,238.7369808,0,4.4,21,8.0,5.25,81.0,0.2,1.6,1.6,0.539,8.2,8
2007,0,12.0,4,0.6,373.2628643,41,59.3,4,98.0,8.35,98.0,0.1,3.8,3.8,0.736,13.6,2
2014,0,266.0,237,0.01,0.0,33711,21.1,312,79.0,4.33,8.0,1.1,9.7,9.5,0.6274187138728308,11.999638728323692,7
2013,0,323.0,86,4.2,0.0,185,22.5,124,91.0,5.57,91.0,2.1,6.8,6.7,0.6274187138728308,11.999638728323692,8
2005,0,138.0,2,0.01,472.3047034,292,56.0,3,98.0,2.71,98.0,0.1,5.5,5.4,0.748,15.7,2
2003,0,126.0,1,5.52,58.45976019,0,48.6,2,95.0,7.6,98.0,0.1,2.2,2.2,0.728,12.8,8
2003,0,53.0,109,10.16,4.426792406,29429,13.9,173,57.0,7.54,59.0,9.4,6.7,6.7,0.418,11.5,7
2000,0,336.0,3,4.46,14.95451321,0,18.3,4,41.0,2.73,34.0,1.9,1.7,1.6,0.0,0.0,7
2004,0,237.0,1,7.84,1.776181042,0,38.4,1,91.0,5.73,91.0,1.9,5.8,5.6,0.613,11.2,3
2006,0,1.0,9,0.08,1395.454965,807,6.9,10,96.0,3.55,96.0,0.1,7.2,7.3,0.767,12.5,2
2009,0,28.0,0,0.54,162.2903711,0,74.6,0,84.0,12.24,86.0,0.1,0.1,0.1,0.576,11.9,6
2011,0,259.0,15,5.68,4.106484317,0,45.3,20,67.0,1.41,68.0,1.5,4.0,4.0,0.47,8.7,8
2010,0,294.0,2,8.85,145.318282,1,33.5,3,68.0,3.41,67.0,7.0,6.5,6.4,0.66,12.5,7
2002,0,125.0,1,5.52,78.80940216,0,47.8,2,99.0,8.3,99.0,0.2,2.3,2.2,0.725,12.6,8
2010,1,87.0,0,10.32,3187.496219,2,57.0,0,96.0,9.7,96.0,0.1,1.6,1.6,0.872,16.9,5
2015,0,129.0,1,4.614855575868398,0.0,431,56.2,1,91.0,5.9301628423390005,94.0,0.1,2.7,2.8,0.768,13.9,5
2014,1,58.0,1,0.01,1491.703605,140,61.6,1,96.0,1.9,96.0,0.1,1.0,0.9,0.923,18.1,5
2001,0,177.0,63,0.14,0.0,2150,51.2,78,99.0,5.75,99.0,0.1,3.5,3.4,0.612,11.1,2
2003,0,137.0,11,7.62,57.58467352,0,55.7,13,95.0,8.22,96.0,0.1,1.2,1.0,0.77,16.4,3
2014,0,242.0,2,0.01,751.3982719,477,34.9,3,88.0,8.93,88.0,2.2,8.6,8.5,0.632,11.7,7
2013,0,122.0,1,9.16,880.6403367,1,58.9,1,97.0,1.12,95.0,0.1,2.1,2.1,0.766,14.1,5
2015,0,118.0,1,4.614855575868398,0.0,0,57.8,1,72.0,5.9301628423390005,73.0,0.1,1.9,1.8,0.785,13.0,8
2003,0,297.0,3,2.47,0.0,119,19.7,6,87.0,4.22,87.0,2.7,9.6,9.6,0.395,7.3,7
2008,0,181.0,0,7.22,51.25232422,0,45.7,0,94.0,5.9,94.0,0.1,3.5,3.4,0.699,12.8,8
2008,0,296.0,59,0.3,9.53048032,333,18.3,96,85.0,1.87,85.0,0.6,13.2,13.4,0.493,8.2,1
2007,0,77.0,0,2.0,278.3602806,7,57.6,0,97.0,3.8,97.0,0.1,6.1,5.9,0.813,14.4,2
2015,0,229.0,2,4.614855575868398,0.0,27,36.3,3,79.0,5.9301628423390005,8.0,2.7,6.1,5.9,0.694,12.6,7
2003,1,8.0,1,9.56,4472.6114,4,54.2,1,98.0,8.46,98.0,0.1,1.1,1.0,0.881,16.5,5
2010,1,59.0,0,11.32,283.3300258,18,57.8,0,99.0,7.23,99.0,0.1,0.9,1.0,0.853,14.6,5
2011,0,286.0,6,0.62,20.97991915,48,16.5,8,96.0,3.6,96.0,0.7,8.8,8.7,0.405,5.0,7
2004,0,134.0,1,3.74,7.132564768,6847,48.1,1,66.0,8.53,78.0,0.1,2.8,3.0,0.694,12.0,5
2006,0,96.0,0,10.15,524.7775227,0,58.6,0,97.0,8.38,97.0,0.1,0.9,0.8,0.869,17.2,5
2006,1,7.0,0,6.47,12829.25408,0,57.0,0,94.0,8.43,94.0,0.1,0.8,0.7,0.931,17.5,5
2004,0,226.0,12,2.66,0.0,0,45.4,16,84.0,5.22,84.0,0.2,1.4,1.2,0.62,14.6,8
2012,0,92.0,0,4.61,693.8226461,22,54.2,0,87.0,9.94,92.0,0.1,2.5,2.5,0.728,13.9,5
2006,0,414.0,45,0.41,62.67225971,1594,15.7,80,49.0,3.32,4.0,5.1,1.3,1.2,0.303,5.5,7
2015,0,32.0,3,4.614855575868398,0.0,1250,24.5,4,17.0,5.9301628423390005,16.0,4.2,8.4,8.3,0.582,9.2,7
2004,0,214.0,1600,1.2,27.33800857,55443,13.0,2100,58.0,4.22,63.0,0.3,27.2,28.2,0.518,9.2,1
2000,0,18.0,0,3.0,21.2543002,0,65.6,0,94.0,5.31,95.0,0.1,0.2,0.2,0.64,12.1,6
2012,0,235.0,30,0.87,59.97914461,2,19.0,42,71.0,3.46,7.0,0.4,7.4,7.3,0.506,10.2,7
2003,0,78.0,2,7.7,4687.845565,15,6.0,2,88.0,9.54,91.0,0.1,0.5,0.4,0.877,15.8,4
2010,0,128.0,1,9.65,774.4396617,20,57.0,1,91.0,1.9,91.0,0.1,2.2,2.3,0.755,13.6,5
2003,1,9.0,3,11.92,582.6157028,779,56.6,4,96.0,1.62,97.0,0.1,1.1,1.1,0.872,16.3,5
2003,0,249.0,43,0.04,0.0,8536,32.7,58,61.0,5.0,61.0,0.1,14.0,13.9,0.457,8.2,2
2000,1,85.0,0,5.67,6191.211908,0,53.3,0,91.0,8.27,9.0,0.1,0.8,0.7,0.911,17.1,5
2012,1,56.0,0,10.55,2159.756205,1,58.7,0,99.0,7.44,99.0,0.1,0.9,1.0,0.85,13.8,5
2002,0,31.0,42,1.6,3.336437969,12289,2.7,63,8.0,3.7,78.0,3.5,8.8,8.8,0.484,7.6,7
2004,0,253.0,19,1.38,8.38611924,352,13.5,24,86.0,6.43,85.0,1.7,11.6,11.7,0.458,9.7,1
2006,0,245.0,6,2.71,29.27235366,48,41.3,8,98.0,2.9,98.0,0.1,3.3,3.3,0.0,10.4,1
2002,0,167.0,10,6.89,0.0,2392,54.7,12,81.0,4.93,65.0,0.1,1.7,1.7,0.684,11.0,3
2005,0,81.0,0,9.95,2785.139364,122,6.5,1,96.0,9.36,96.0,0.1,0.8,0.7,0.839,15.6,5
2006,0,28.0,17,6.18,6.995556386,0,39.6,23,61.0,5.7,6.0,3.3,4.3,4.3,0.455,8.3,8
2003,0,24.0,15,2.45,249.3262948,0,42.4,19,84.0,6.88,84.0,0.4,1.4,1.4,0.56,9.0,8
2005,0,223.0,65,4.22,105.7306982,118,2.1,84,9.0,3.91,89.0,0.1,1.0,9.7,0.642,11.6,1
2004,0,141.0,2,0.01,31.80653288,2771,55.3,3,97.0,3.46,97.0,0.1,5.5,5.4,0.747,15.9,2
